measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Global,Both,All ages,Transport injuries,Percent,2015,0.025039294291009782,0.02857237164058097,0.02068148195008558
Deaths,Global,Both,All ages,Transport injuries,Rate,2015,18.162654630139663,20.693521654858703,15.054357727729018
Deaths,Global,Both,All ages,Nutritional deficiencies,Number,2018,289101.9300651343,341012.02640869265,242047.80694686543
Deaths,Global,Both,All ages,Nutritional deficiencies,Percent,2018,0.005213519994686273,0.006162707218705096,0.004370523377690954
Deaths,Global,Both,All ages,Nutritional deficiencies,Rate,2018,3.762795077901484,4.438428945067041,3.1503639439256483
Deaths,Global,Both,All ages,Musculoskeletal disorders,Number,2017,113532.9374336601,131587.61774863783,94219.68490065393
Deaths,Global,Both,All ages,Musculoskeletal disorders,Percent,2017,0.0020496530770314227,0.0023732434613240954,0.0017070647174957149
Deaths,Global,Both,All ages,Musculoskeletal disorders,Rate,2017,1.4948349142274011,1.732552418152754,1.2405463804660173
Deaths,Global,Both,All ages,Other non-communicable diseases,Number,2017,1243552.182774706,1391661.469920526,1115007.1348040109
Deaths,Global,Both,All ages,Other non-communicable diseases,Percent,2017,0.022451005696064688,0.025103102233812923,0.02010238758712511
Deaths,Global,Both,All ages,Other non-communicable diseases,Rate,2017,16.37326807968418,18.323353566341034,14.680775750135203
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2017,1014513.1787814558,1157268.4254720162,904901.2763065151
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Percent,2017,0.018315504008531314,0.02089864999081871,0.016365211769042636
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Rate,2017,13.357618985877906,15.237210334132122,11.914410499088131
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Number,2017,3841358.9069863553,4283123.727982597,3476497.2358282045
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Percent,2017,0.06935110742357886,0.07704821352391283,0.06275403658126386
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Rate,2017,50.577370250786565,56.393880359920914,45.773407830372186
Deaths,Global,Both,All ages,Enteric infections,Number,2017,1546532.027637809,1992430.4420679118,1225223.9034337343
Deaths,Global,Both,All ages,Enteric infections,Percent,2017,0.027920167715500807,0.03601984884490083,0.022167813228504037
Deaths,Global,Both,All ages,Enteric infections,Rate,2017,20.362461530027243,26.233396724302775,16.131948225764177
Deaths,Global,Both,All ages,Neurological disorders,Number,2018,2516431.0257524247,5205283.429074415,1145302.6698857043
Deaths,Global,Both,All ages,Neurological disorders,Percent,2018,0.04537786521489497,0.09386828828166574,0.02062716313738297
Deaths,Global,Both,All ages,Neurological disorders,Rate,2018,32.75251146004625,67.74916674402888,14.90664295455385
Deaths,Global,Both,All ages,Mental disorders,Number,2018,227.77582787129023,373.86995486476155,122.06176880817563
Deaths,Global,Both,All ages,Mental disorders,Percent,2018,4.107557330187462e-06,6.762419328857773e-06,2.200907332708737e-06
Deaths,Global,Both,All ages,Mental disorders,Rate,2018,0.002964607547884338,0.004866090052125992,0.0015886902684042051
Deaths,Global,Both,All ages,Neurological disorders,Number,2013,2057980.5926247302,4241359.846476562,935821.1790297556
Deaths,Global,Both,All ages,Neurological disorders,Percent,2013,0.03932045106744234,0.08083084434315113,0.017858046700985605
Deaths,Global,Both,All ages,Neurological disorders,Rate,2013,28.462814861384814,58.6599506834063,12.942835835062631
Deaths,Global,Both,All ages,Mental disorders,Number,2013,240.13108805348438,372.715642757658,117.30278601610976
Deaths,Global,Both,All ages,Mental disorders,Percent,2013,4.588152932289249e-06,7.150473836369917e-06,2.2412666073788763e-06
Deaths,Global,Both,All ages,Mental disorders,Rate,2013,0.00332112301069476,0.005154828171738603,0.0016223512957636486
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Number,2002,1353385.8809425784,1442218.8324603424,1227228.1771862337
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Percent,2002,0.026458308851578093,0.028320791646039088,0.0241362393440954
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Rate,2002,21.603093441950758,23.021067856628413,19.589331734334806
Deaths,Global,Both,All ages,Other infectious diseases,Number,2017,900669.8339268186,1094292.5630012788,736014.8757500973
Deaths,Global,Both,All ages,Other infectious diseases,Percent,2017,0.016260432891790928,0.019777823534587763,0.013241557137239306
Deaths,Global,Both,All ages,Other infectious diseases,Rate,2017,11.858697082790705,14.408036703089161,9.690762509380791
Deaths,Global,Both,All ages,Maternal and neonatal disorders,Number,2017,2192780.1301014205,2299093.678708547,2076496.0824768525
Deaths,Global,Both,All ages,Maternal and neonatal disorders,Percent,2017,0.03958779600843537,0.04149514458821081,0.037530274944513636
Deaths,Global,Both,All ages,Maternal and neonatal disorders,Rate,2017,28.871307056729894,30.2710876658259,27.34024956551988
Deaths,Global,Both,All ages,Substance use disorders,Number,2017,273651.3537247771,297000.3073770481,252232.36258351203
Deaths,Global,Both,All ages,Substance use disorders,Percent,2017,0.004940380110112357,0.005348989045468277,0.004558968173489204
Deaths,Global,Both,All ages,Substance use disorders,Rate,2017,3.6030389693071614,3.9104636860373794,3.3210251633647334
Deaths,Global,Both,All ages,Diabetes and kidney diseases,Number,2017,2888208.459441899,3126406.9244379224,2613531.696299319
Deaths,Global,Both,All ages,Diabetes and kidney diseases,Percent,2017,0.05214327288062176,0.056316216133782876,0.047203601881726454
Deaths,Global,Both,All ages,Diabetes and kidney diseases,Rate,2017,38.02768555392514,41.16393297286901,34.41114549996577
Deaths,Global,Both,All ages,Neoplasms,Number,2021,9964226.108676268,10434809.657659931,9314319.026666608
Deaths,Global,Both,All ages,Neoplasms,Percent,2021,0.1511270803692416,0.15799123060368284,0.14160865177845525
Deaths,Global,Both,All ages,Neoplasms,Rate,2021,125.76705702863963,131.70669623355826,117.56402147375049
Deaths,Global,Both,All ages,Neoplasms,Number,2016,8978093.694789506,9350348.674608534,8365966.103936301
Deaths,Global,Both,All ages,Neoplasms,Percent,2016,0.16437407773708365,0.17099752807468938,0.15354639020831057
Deaths,Global,Both,All ages,Neoplasms,Rate,2016,119.63955989892459,124.60012541202224,111.48251921063593
Deaths,Global,Both,All ages,Digestive diseases,Number,2011,2238367.206937897,2487913.4515792686,2019738.4375763233
Deaths,Global,Both,All ages,Digestive diseases,Percent,2011,0.04321877668139366,0.04799478929379396,0.03895754566791499
Deaths,Global,Both,All ages,Digestive diseases,Rate,2011,31.744800807036892,35.283896538841105,28.644180536797503
Deaths,Global,Both,All ages,Unintentional injuries,Number,2011,1769623.0992411359,1946760.0903356695,1565016.606900337
Deaths,Global,Both,All ages,Unintentional injuries,Percent,2011,0.03416745612446744,0.037589293372514855,0.030324322276859644
Deaths,Global,Both,All ages,Unintentional injuries,Rate,2011,25.097013847781817,27.60919258254197,22.1952592460109
Deaths,Global,Both,All ages,Musculoskeletal disorders,Number,2016,110019.90316773987,127962.39399035665,91819.07700804216
Deaths,Global,Both,All ages,Musculoskeletal disorders,Percent,2016,0.002014235660476657,0.002331886235009122,0.00168586515444753
Deaths,Global,Both,All ages,Musculoskeletal disorders,Rate,2016,1.466094389586263,1.7051909927721025,1.22355528211328
Deaths,Global,Both,All ages,Other non-communicable diseases,Number,2016,1232582.6460320412,1375254.668677104,1105450.2269022707
Deaths,Global,Both,All ages,Other non-communicable diseases,Percent,2016,0.022567038464624236,0.025251134742159804,0.02023450948400549
Deaths,Global,Both,All ages,Other non-communicable diseases,Rate,2016,16.42505083188295,18.32625821280513,14.730919851450137
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2016,1036016.5101929691,1178932.2519796633,934664.5477613995
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Percent,2016,0.01896786030950573,0.021533537212996334,0.01704697525224846
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Rate,2016,13.805665605766734,15.71012071965261,12.455077764692785
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Number,2016,3848431.7239900543,4252443.703274631,3462745.35566612
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Percent,2016,0.07045941254693207,0.077987176961745,0.06352047651873928
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Rate,2016,51.28312238782279,56.66687277389326,46.143573956503786
Deaths,Global,Both,All ages,Enteric infections,Number,2016,1590499.8072470175,2011267.1787248522,1246443.4247092132
Deaths,Global,Both,All ages,Enteric infections,Percent,2016,0.02911927053919593,0.03706554060281084,0.022786078865156743
Deaths,Global,Both,All ages,Enteric infections,Rate,2016,21.194554593342232,26.801582639023092,16.609755683176232
Deaths,Global,Both,All ages,Cardiovascular diseases,Number,2019,17642047.73239753,18670826.244464472,16171706.846279416
Deaths,Global,Both,All ages,Cardiovascular diseases,Percent,2019,0.31983390820707436,0.3386420693693632,0.29383245038040634
Deaths,Global,Both,All ages,Cardiovascular diseases,Rate,2019,227.07923544609451,240.3211357916268,208.1537745625659
Deaths,Global,Both,All ages,Skin and subcutaneous diseases,Number,2019,130337.14599430958,162356.1201939574,107970.01018100405
Deaths,Global,Both,All ages,Skin and subcutaneous diseases,Percent,2019,0.0023629109768025544,0.002941331997423472,0.001955048187080811
Deaths,Global,Both,All ages,Skin and subcutaneous diseases,Rate,2019,1.6776317529320985,2.089763286148178,1.3897336485483769
Deaths,Global,Both,All ages,Transport injuries,Number,2019,1330113.1412106464,1521496.9604467663,1071732.701062878
Deaths,Global,Both,All ages,Transport injuries,Percent,2019,0.024114067345814755,0.02749027843286328,0.019472777685463655
Deaths,Global,Both,All ages,Transport injuries,Rate,2019,17.120522500812314,19.583915186746598,13.794784259256883
Deaths,Global,Both,All ages,Digestive diseases,Number,2015,2306523.881527722,2526606.153070646,2071371.7166039222
Deaths,Global,Both,All ages,Digestive diseases,Percent,2015,0.04289334987769548,0.04692694605056001,0.03861311274321579
Deaths,Global,Both,All ages,Digestive diseases,Rate,2015,31.11261836353774,34.08130027398045,27.940659198827948
Deaths,Global,Both,All ages,Unintentional injuries,Number,2015,1790336.7081427553,1950108.8379727793,1565573.9516970178
Deaths,Global,Both,All ages,Unintentional injuries,Percent,2015,0.03329349753377209,0.03629434087482435,0.029186236141048292
Deaths,Global,Both,All ages,Unintentional injuries,Rate,2015,24.149787994297228,26.304948554455237,21.117971189954726
Deaths,Global,Both,All ages,Musculoskeletal disorders,Number,2021,123011.83820344416,144044.16274098263,102109.50326335296
Deaths,Global,Both,All ages,Musculoskeletal disorders,Percent,2021,0.0018657093591046496,0.002193986964100248,0.0015497206557378085
Deaths,Global,Both,All ages,Musculoskeletal disorders,Rate,2021,1.5526380776384876,1.8181051124796772,1.2888117531682761
Deaths,Global,Both,All ages,Other non-communicable diseases,Number,2021,1307506.020501581,1482644.2916016157,1169027.4787228906
Deaths,Global,Both,All ages,Other non-communicable diseases,Percent,2021,0.019830878211084903,0.0224653166743421,0.017789634749754507
Deaths,Global,Both,All ages,Other non-communicable diseases,Rate,2021,16.503156637777032,18.713727201822735,14.755300008353643
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2021,930682.3004647344,1080641.8932346522,810049.2963605707
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Percent,2021,0.014115618025615543,0.01636447643383564,0.012262477019347988
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Rate,2021,11.746940774073176,13.639709610326664,10.224328005029939
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Number,2021,12598914.029350566,13093262.843908962,12003625.633798644
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Percent,2021,0.19108806743218018,0.19801929188167236,0.18199523043209972
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Rate,2021,159.02171648318412,165.26131751938212,151.50807028775364
Deaths,Global,Both,All ages,Enteric infections,Number,2021,1323560.4098019234,1766058.5248771107,1041142.132557041
Deaths,Global,Both,All ages,Enteric infections,Percent,2021,0.020074980630230485,0.026796930134512318,0.01579939666052985
Deaths,Global,Both,All ages,Enteric infections,Rate,2021,16.705792875922818,22.290941693979875,13.141149200358337
Deaths,Global,Both,All ages,Digestive diseases,Number,2018,2363842.7120948397,2603953.684919344,2136781.3016473535
Deaths,Global,Both,All ages,Digestive diseases,Percent,2018,0.042627998038855267,0.046859320538025315,0.03842364580614939
Deaths,Global,Both,All ages,Digestive diseases,Rate,2018,30.766504118460205,33.891659272182736,27.81119504314316
Deaths,Global,Both,All ages,Unintentional injuries,Number,2018,1823405.6513262098,2012847.0113679476,1590200.8851126118
Deaths,Global,Both,All ages,Unintentional injuries,Percent,2018,0.0328817302661208,0.03624038837163465,0.028594319013626746
Deaths,Global,Both,All ages,Unintentional injuries,Rate,2018,23.732466290633944,26.198133043378938,20.697198604064035
Deaths,Global,Both,All ages,Other infectious diseases,Number,2016,922586.5623229588,1099482.7946442512,761639.4939225387
Deaths,Global,Both,All ages,Other infectious diseases,Percent,2016,0.016891296157852884,0.020121844519855506,0.013879884064533393
Deaths,Global,Both,All ages,Other infectious diseases,Rate,2016,12.29412991635842,14.65139952192958,10.149394398436227
Deaths,Global,Both,All ages,Maternal and neonatal disorders,Number,2016,2248371.6052944697,2348494.677761218,2140825.9496498783
Deaths,Global,Both,All ages,Maternal and neonatal disorders,Percent,2016,0.04116460131595689,0.0430149447967013,0.039169691850600354
Deaths,Global,Both,All ages,Maternal and neonatal disorders,Rate,2016,29.96116976399807,31.295381761874836,28.52804650334113
Deaths,Global,Both,All ages,Substance use disorders,Number,2016,266135.6257517957,288769.07000685204,247408.1817613367
Deaths,Global,Both,All ages,Substance use disorders,Percent,2016,0.004872561562362693,0.0052917300816098115,0.004532579467334975
Deaths,Global,Both,All ages,Substance use disorders,Rate,2016,3.54644874744942,3.8480556811399516,3.2968920783816187
Deaths,Global,Both,All ages,Diabetes and kidney diseases,Number,2016,2774205.548487182,2999069.3063470754,2506461.417069853
Deaths,Global,Both,All ages,Diabetes and kidney diseases,Percent,2016,0.050791499067925114,0.05476404174809659,0.04609932028674235
Deaths,Global,Both,All ages,Diabetes and kidney diseases,Rate,2016,36.96828549280838,39.96475689777814,33.400402249745376
Deaths,Global,Both,All ages,Nutritional deficiencies,Number,2017,292950.01319683343,346878.9552799718,248250.99062681402
Deaths,Global,Both,All ages,Nutritional deficiencies,Percent,2017,0.005288928034351373,0.006283426546986382,0.004462255019889381
Deaths,Global,Both,All ages,Nutritional deficiencies,Rate,2017,3.857135363082515,4.567192438460551,3.268604306986595
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Number,2022,834720.5092835539,1387885.6839107152,410055.88686292124
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Percent,2022,0.013734209628785339,0.023066824735625827,0.006737225777951428
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Rate,2022,10.44076490831968,17.359808443872573,5.12901871511814
Deaths,Global,Both,All ages,Chronic respiratory diseases,Number,2022,3963517.61866284,4843031.859177212,3464272.6803379543
Deaths,Global,Both,All ages,Chronic respiratory diseases,Percent,2022,0.06520992107509274,0.07943702927796076,0.056982362381925285
Deaths,Global,Both,All ages,Chronic respiratory diseases,Rate,2022,49.57606193474314,60.577111168110505,43.33145793286872
Deaths,Global,Both,All ages,Digestive diseases,Number,1987,1756658.3132047185,2031513.200043942,1542220.1741193375
Deaths,Global,Both,All ages,Digestive diseases,Percent,1987,0.03737909920346712,0.04321902825109019,0.032595964001189796
Deaths,Global,Both,All ages,Digestive diseases,Rate,1987,34.61887093044708,40.03549963994891,30.392889017083988
Deaths,Global,Both,All ages,Unintentional injuries,Number,1987,1782581.6966184955,1979957.735016944,1578173.306849281
Deaths,Global,Both,All ages,Unintentional injuries,Percent,1987,0.037930720036351985,0.04219641735453829,0.033518399081485094
Deaths,Global,Both,All ages,Unintentional injuries,Rate,1987,35.12974903220199,39.0194841882742,31.10142570413754
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Number,1988,1152944.2379013356,1392337.0442806398,1021700.5511786756
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Percent,1988,0.02432756495328266,0.02926663775158416,0.021645313318545984
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Rate,1988,22.332000091566666,26.968928746255457,19.78987018835204
Deaths,Global,Both,All ages,Neurological disorders,Number,2017,2439319.814009248,4992041.692435909,1115384.454788758
Deaths,Global,Both,All ages,Neurological disorders,Percent,2017,0.04403550260942736,0.09070378422412902,0.02008835014012719
Deaths,Global,Both,All ages,Neurological disorders,Rate,2017,32.1173793911426,65.72787055291708,14.68574374532484
Deaths,Global,Both,All ages,Mental disorders,Number,2017,234.15387756477017,376.8737144044462,120.62004008114658
Deaths,Global,Both,All ages,Mental disorders,Percent,2017,4.227466648843865e-06,6.830738986621166e-06,2.1845514660409787e-06
Deaths,Global,Both,All ages,Mental disorders,Rate,2017,0.0030829942340747803,0.00496211935743774,0.001588147469311838
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Number,1989,1112244.5373481489,1206589.5026482854,1009281.1873208935
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Percent,1989,0.023386371720077574,0.02539487867922549,0.021291691877757927
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Rate,1989,21.184931658672067,22.981921057234114,19.223787809068632
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Number,1990,1168234.0263189406,1267467.9580986602,1071011.2495116685
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Percent,1990,0.02436888429263019,0.026468946602693146,0.022264186986392456
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Rate,1990,21.89304357015933,23.752716155572017,20.071060610665917
Deaths,Global,Both,All ages,Neoplasms,Number,2020,9484335.085046148,9913252.657255929,8843724.258281397
Deaths,Global,Both,All ages,Neoplasms,Percent,2020,0.1576793970602677,0.16492403721657212,0.14739772369440537
Deaths,Global,Both,All ages,Neoplasms,Rate,2020,120.82236936907708,126.28641475272524,112.66153181545289
Deaths,Global,Both,All ages,Other infectious diseases,Number,2021,723298.4463730667,848747.0893698267,603063.8745607259
Deaths,Global,Both,All ages,Other infectious diseases,Percent,2021,0.010970036183783257,0.012904853595004472,0.009144727607767657
Deaths,Global,Both,All ages,Other infectious diseases,Rate,2021,9.129371008002224,10.712766092162445,7.611787195169051
Deaths,Global,Both,All ages,Maternal and neonatal disorders,Number,2021,1955385.5784899828,2065192.4987157544,1842332.306230374
Deaths,Global,Both,All ages,Maternal and neonatal disorders,Percent,2021,0.02965751133342749,0.031271823205890746,0.027924766199719713
Deaths,Global,Both,All ages,Maternal and neonatal disorders,Rate,2021,24.680601070342416,26.066568535106043,23.253658607929978
Deaths,Global,Both,All ages,Substance use disorders,Number,2021,334444.8548353846,366301.18906830833,306553.44094624586
Deaths,Global,Both,All ages,Substance use disorders,Percent,2021,0.0050725456788038815,0.005553976238027792,0.004651007393751493
Deaths,Global,Both,All ages,Substance use disorders,Rate,2021,4.221315802377429,4.623401961452736,3.8692743088438486
Deaths,Global,Both,All ages,Diabetes and kidney diseases,Number,2021,3349694.93304148,3664417.156846322,3034789.3627111968
Deaths,Global,Both,All ages,Diabetes and kidney diseases,Percent,2021,0.05080486620465966,0.05551430167256702,0.04612222906020883
Deaths,Global,Both,All ages,Diabetes and kidney diseases,Rate,2021,42.27937715158283,46.25175668590299,38.30468344326973
Deaths,Global,Both,All ages,Musculoskeletal disorders,Number,2020,119899.52716594926,140763.30569976688,99712.69763473641
Deaths,Global,Both,All ages,Musculoskeletal disorders,Percent,2020,0.0019933997007740073,0.002344294217172963,0.0016581926155987874
Deaths,Global,Both,All ages,Musculoskeletal disorders,Rate,2020,1.5274180876699326,1.7932048965335354,1.2702550338406362
Deaths,Global,Both,All ages,Other non-communicable diseases,Number,2020,1284716.391186018,1443289.9136265824,1153092.9777971068
Deaths,Global,Both,All ages,Other non-communicable diseases,Percent,2020,0.021358560433755926,0.024003697148905205,0.019151153022341362
Deaths,Global,Both,All ages,Other non-communicable diseases,Rate,2020,16.366195095228385,18.3862870182434,14.689424659821922
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2020,956124.6540878526,1093790.4222370742,843664.25827814
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Percent,2020,0.01589585780522172,0.018201757543007523,0.014037890909544362
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Rate,2020,12.180215595843388,13.933960496213702,10.7475657200142
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Number,2020,8783154.72726437,9248412.435799759,8305149.141651543
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Percent,2020,0.14602213753119672,0.15365195425337436,0.1378613902195149
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Rate,2020,111.88992746117505,117.81691530042856,105.8005425008678
Deaths,Global,Both,All ages,Enteric infections,Number,2020,1372955.1736103466,1818767.786694531,1100499.613298544
Deaths,Global,Both,All ages,Enteric infections,Percent,2020,0.022826215413681017,0.03026955280619068,0.018276233839173463
Deaths,Global,Both,All ages,Enteric infections,Rate,2020,17.490282199611638,23.169556046903033,14.019429888989027
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Number,1995,1326800.023706754,1428697.27078673,1210686.378830745
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Percent,1995,0.026600296627096426,0.02869919133461959,0.024237888312436427
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Rate,1995,23.146190375624702,24.923800443098198,21.120573491778618
Deaths,Global,Both,All ages,Cardiovascular diseases,Number,2018,17988597.43254022,19054236.190784894,16539742.556672372
Deaths,Global,Both,All ages,Cardiovascular diseases,Percent,2018,0.3243904836676339,0.3418251747382025,0.2994144528428567
Deaths,Global,Both,All ages,Cardiovascular diseases,Rate,2018,234.12989965948574,247.99968002878572,215.27238461529078
Deaths,Global,Both,All ages,Skin and subcutaneous diseases,Number,2018,125203.52285426427,154643.96835367507,103401.02012362466
Deaths,Global,Both,All ages,Skin and subcutaneous diseases,Percent,2018,0.0022577962752655238,0.00278842217804667,0.0018655689709900069
Deaths,Global,Both,All ages,Skin and subcutaneous diseases,Rate,2018,1.629581647641749,2.012762636407378,1.345812009914664
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Number,1996,1326419.8463328653,1431041.0250081802,1216956.0129408727
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Percent,1996,0.026510196181886853,0.02856889660923394,0.02442284476053488
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Rate,1996,22.841681280378484,24.64331567621919,20.95665369957062
Deaths,Global,Both,All ages,Transport injuries,Number,2018,1340534.6041355003,1523803.6805608484,1083956.6343462002
Deaths,Global,Both,All ages,Transport injuries,Percent,2018,0.024174890778594596,0.0274156621258303,0.01960849063010831
Deaths,Global,Both,All ages,Transport injuries,Rate,2018,17.44767670371909,19.833008335885943,14.108195982841107
Deaths,Global,Both,All ages,Digestive diseases,Number,2003,2145069.2870202293,2354415.5622043456,1955456.0820955844
Deaths,Global,Both,All ages,Digestive diseases,Percent,2003,0.04174196467862462,0.0458447358433606,0.03814586118800579
Deaths,Global,Both,All ages,Digestive diseases,Rate,2003,33.80462847158682,37.1037634213675,30.816471406185656
Deaths,Global,Both,All ages,Unintentional injuries,Number,2003,1841928.4936358645,2009303.6722475623,1629988.8802274286
Deaths,Global,Both,All ages,Unintentional injuries,Percent,2003,0.03584266599055409,0.03907624114503419,0.031692047379026735
Deaths,Global,Both,All ages,Unintentional injuries,Rate,2003,29.027364652208878,31.665067668410135,25.687360703135354
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Number,2005,1312359.7026628032,1406042.933916585,1207206.0337882023
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Percent,2005,0.025665310351574832,0.027531305171648267,0.023667907963284544
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Rate,2005,20.151695367291985,21.590230803437443,18.53702775930728
Deaths,Global,Both,All ages,Other infectious diseases,Number,2020,738440.7886756364,874394.4837239418,613770.0600834674
Deaths,Global,Both,All ages,Other infectious diseases,Percent,2020,0.012276852398996759,0.01450635604262215,0.010197438708342586
Deaths,Global,Both,All ages,Other infectious diseases,Rate,2020,9.407108134257411,11.139042678210433,7.818908994897089
Deaths,Global,Both,All ages,Maternal and neonatal disorders,Number,2020,2017260.2558013536,2122367.4659255547,1901923.801880458
Deaths,Global,Both,All ages,Maternal and neonatal disorders,Percent,2020,0.033537618869219105,0.035306959850136536,0.031562097572961044
Deaths,Global,Both,All ages,Maternal and neonatal disorders,Rate,2020,25.69818142805569,27.037157966854135,24.228893015911623
Deaths,Global,Both,All ages,Substance use disorders,Number,2020,311233.14925738506,342054.9735745551,286623.9296753173
Deaths,Global,Both,All ages,Substance use disorders,Percent,2020,0.0051743808890509215,0.005682390778742047,0.004758150074950517
Deaths,Global,Both,All ages,Substance use disorders,Rate,2020,3.964845841303794,4.357489691282215,3.6513452962927535
Deaths,Global,Both,All ages,Diabetes and kidney diseases,Number,2020,3189487.816520067,3478620.3277204297,2890849.8372174036
Deaths,Global,Both,All ages,Diabetes and kidney diseases,Percent,2020,0.05302591134942103,0.057815920592409635,0.04810472750317307
Deaths,Global,Both,All ages,Diabetes and kidney diseases,Rate,2020,40.63136441408046,44.31466690725563,36.82697033485487
Deaths,Global,Both,All ages,Nutritional deficiencies,Number,2021,296536.77805375424,357718.5043584341,246586.9392249557
Deaths,Global,Both,All ages,Nutritional deficiencies,Percent,2021,0.004497550811075585,0.005413337932907712,0.0037456967596510606
Deaths,Global,Both,All ages,Nutritional deficiencies,Rate,2021,3.7428454021232644,4.515072525168097,3.112385579148871
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Number,1991,1175936.035664057,1278184.0955300624,1067998.9332689566
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Percent,1991,0.024301672541725973,0.026334385228018765,0.022016874340219143
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Rate,1991,21.69971150506788,23.58650919963153,19.707933116080962
Deaths,Global,Both,All ages,Nutritional deficiencies,Number,2020,288191.04626156826,347224.9608340561,241221.2637339602
Deaths,Global,Both,All ages,Nutritional deficiencies,Percent,2020,0.004791327212139944,0.0057803070147305555,0.004009500245027788
Deaths,Global,Both,All ages,Nutritional deficiencies,Rate,2020,3.67130902989459,4.423350935607685,3.0729539145546014
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Number,1997,1330799.7145780944,1438533.0562520346,1218505.7532016558
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Percent,1997,0.02655448554490159,0.028706722836070137,0.024361075166227847
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Rate,1997,22.624614821962325,24.456164176951823,20.71553143763073
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Number,1998,1344282.33152404,1447004.3053213642,1224076.1174484063
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Percent,1998,0.02665932066304438,0.0287046631128113,0.024352215449721378
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Rate,1998,22.565820759904394,24.29016511410419,20.547976875887738
Deaths,Global,Both,All ages,Neurological disorders,Number,2021,2792853.5525363046,5808297.731055545,1265528.9145307194
Deaths,Global,Both,All ages,Neurological disorders,Percent,2021,0.04236068182696473,0.08760327962791689,0.019178246407143988
Deaths,Global,Both,All ages,Neurological disorders,Rate,2021,35.25100375920063,73.3115150151912,15.973327524812836
Deaths,Global,Both,All ages,Mental disorders,Number,2021,229.42115034947093,353.5974582336961,114.38916819892329
Deaths,Global,Both,All ages,Mental disorders,Percent,2021,3.479418422225583e-06,5.3577583182554825e-06,1.7364028061214512e-06
Deaths,Global,Both,All ages,Mental disorders,Rate,2021,0.002895721412268428,0.00446305726203228,0.001443803952602581
